Year,City,State,daysAway,caseRate
2005,Peoria,KS,11.1636,3.76412
2005,Davenport,KS,5.17567,0.743643
2005,Iowa City,KS,5.56489,10.1933
2005,Sarasota,KS,7.22621,5.57739
2005,Ft. Myers,KS,1.75868,5.43238
2005,St. Augustine,KS,3.57382,12.4277
2005,Gainesville,KS,0.846792,19.734
2005,Ocala,KS,8.161,24.9604
2005,Destin,KS,8.28656,4.68028
2005,Panama City,KS,19.0404,4.21297
2005,Tallahassee,KS,1.31338,9.26057
2005,Melbourne,KS,7.52125,17.5275
2005,Daytona Beach,KS,1.26722,4.40295
2005,Vero Beach,KS,2.01041,9.59565
2005,Naples,KS,12.4506,6.78691
2005,Marco Island,KS,3.26446,8.8414
2005,Palm Beach,KS,7.88487,30.3702
2005,Norfolk,KS,0.368022,5.73584
2005,Springfield,KS,10.1126,23.2663
2005,Wilmington,KS,12.2249,5.32708
2005,Daytona,KS,3.29275,2.4127
2005,New York City,KS,0.694577,8.17925
2005,San Francisco,KS,5.88593,3.33284
2005,Lakemont,KS,4.74211,18.6895
2005,Crestview,KY,8.19032,28.6126
2005,Tampa,KY,14.5093,4.19325
2005,Middleburg,KY,1.00393,14.8617
2005,Jacksonville,KY,14.0062,14.6661
2005,Orlando,KY,5.68634,10.1934
2005,Riverside,KY,14.0241,34.9367
2005,Lancaster,KY,8.46014,19.6037
2005,Chandler,KY,2.75674,16.8294
2005,Providence,KY,5.95271,38.9259
2005,Lincoln,KY,4.64468,15.5819
2005,Boise,KY,10.6805,30.2099
2005,Boulder,KY,0.0356388,0.211782
2005,Fargo,KY,0.304177,16.0864
2005,Lubbock,KY,2.33084,26.0858
2005,Des Moines,KY,8.18387,18.0754
2005,Waco,KY,7.52726,4.46213
2005,Rochester,KY,7.91824,7.0388
2005,Lexington,KY,5.73097,11.5621
2005,Pittsburgh,KY,4.51454,23.2854
2005,Huntsville,KY,8.13874,20.1129
2005,Mesa,KY,2.6099,15.901
2005,Irvine,KY,8.25947,27.3525
2005,Bismarck,KY,3.23382,7.28009
2005,Grand Forks,KY,11.154,29.0427
2005,Hattiesburg,KY,3.43786,7.65154
2005,Cedar Rapids,KY,3.36172,29.8988
2005,Lawrence,KY,5.16587,3.78416
2005,Norman,KY,1.76941,13.0786
2005,Gillette,KY,3.86676,21.4628
2005,Cheyenne,KY,1.40665,20.6153
2005,Rock Springs,KY,10.6778,11.4052
2005,Cody,KY,7.31763,31.0084
2005,Bend,KY,18.0729,18.8021
2005,Salem,KY,9.83897,2.68504
2005,Eugene,KY,13.5415,2.4076
2005,Medford,KY,10.6585,12.1047
2005,Carlsbad,KY,8.78189,2.40509
2005,Flagstaff,KY,3.31173,19.0279
2005,El Paso,KY,2.08643,3.14437
2005,Amarillo,KY,4.85378,18.5604
2005,Laredo,KY,5.67215,32.3042
2005,Fort Worth,KY,1.99572,5.46872
2005,Helen,KY,11.0242,29.0943
2005,Charleston,KY,3.81086,19.7596
2005,Columbus,KY,1.66606,7.01302
2005,Athens,KY,14.0567,6.61877
2005,Pensacola,KY,8.75462,17.3013
2005,Mobile,KY,1.0778,21.1117
2005,Montgomery,KY,9.07861,16.861
2005,Portland,KY,5.70303,8.33162
2005,Fayetteville,KY,10.4113,1.18831
2005,Little Rock,KY,12.831,2.85878
2005,Topeka,KY,3.30727,19.6909
2005,Butte,KY,5.84311,11.2583
2005,Pueblo,KY,8.29382,7.93947
2005,Casper,KY,1.81073,29.4016
2005,North Platte,KY,5.27987,18.7903
2005,Kearney,KY,6.62761,9.53336
2005,Grand Island,KY,10.6594,19.6868
2005,Scottsbluff,KY,3.80422,19.1256
2005,Scranton,KY,4.89177,22.9219
2005,Tupelo,KY,0.646154,4.26523
2005,Biloxi,KY,10.3516,22.0048
2005,Gulfport,KY,1.1177,51.3687
2005,Lafayette,KY,4.69362,16.4131
2005,New Iberia,KY,14.8178,3.07178
2005,Gonzales,KY,6.90894,36.92
2005,Baton Rouge,KY,4.24289,17.0659
2005,Slidell,KY,14.5535,22.8186
2005,Hammond,KY,10.0592,21.815
2005,Joplin,KY,14.0794,26.3684
2005,Cape Girardeau,KY,8.7276,35.9288
2005,Fieldsprings,KY,14.3032,22.4544
2005,Columbia,KY,10.9472,4.08076
2005,Champaign,KY,9.09444,20.9043
2005,Moline,KY,5.23677,8.39995
2005,Peoria,KY,2.49134,33.2821
2005,Davenport,KY,10.8831,17.3394
2005,Iowa City,KY,3.50856,10.8845
2005,Sarasota,KY,4.04104,16.5081
2005,Ft. Myers,KY,1.48845,18.0745
2005,St. Augustine,KY,1.26294,17.2144
2005,Gainesville,KY,4.66699,32.6416
2005,Ocala,KY,5.00547,23.744
2005,Destin,KY,6.47687,6.29316
2005,Panama City,KY,1.20138,13.2783
2005,Tallahassee,KY,5.90263,24.6597
2005,Melbourne,KY,5.43871,13.8576
2005,Daytona Beach,KY,4.7364,31.8658
2005,Vero Beach,KY,2.10896,24.0265
2005,Naples,KY,14.2447,8.91021
2005,Marco Island,KY,12.3821,18.224
2005,Palm Beach,KY,2.80955,6.03277
2005,Norfolk,KY,1.65097,31.8007
2005,Springfield,KY,1.05599,14.7689
2005,Wilmington,KY,6.30501,8.17124
2005,Daytona,KY,16.5931,13.9937
2005,New York City,KY,1.53544,40.9672
2005,San Francisco,KY,10.4894,11.7726
2005,Lakemont,KY,0.070203,40.382
2005,Crestview,LA,2.45802,31.0221
2005,Tampa,LA,12.5859,21.2884
2005,Middleburg,LA,5.0283,15.9927
2005,Jacksonville,LA,3.4186,4.30213
2005,Orlando,LA,17.7345,0.109445
2005,Riverside,LA,4.17492,15.1288
2005,Lancaster,LA,15.7327,8.11788
2005,Chandler,LA,13.9976,5.68669
2005,Providence,LA,7.92046,6.88248
2005,Lincoln,LA,4.96358,7.13339
2005,Boise,LA,5.42348,15.0829
2005,Boulder,LA,10.9353,21.4872
2005,Fargo,LA,2.82384,0.388119
2005,Lubbock,LA,4.44879,19.0634
2005,Des Moines,LA,1.73807,47.1162
2005,Waco,LA,6.10122,6.83025
2005,Rochester,LA,3.6961,26.0625
2005,Lexington,LA,8.84389,13.762
2005,Pittsburgh,LA,1.55096,10.5756
2005,Huntsville,LA,5.41918,46.5554
2005,Mesa,LA,4.13713,14.1489
2005,Irvine,LA,5.03181,29.6105
2005,Bismarck,LA,9.8406,25.3129
2005,Grand Forks,LA,0.883316,33.3393
2005,Hattiesburg,LA,6.00747,35.8214
2005,Cedar Rapids,LA,2.43406,2.99227
2005,Lawrence,LA,0.908705,37.0777
2005,Norman,LA,2.82221,19.7715
2005,Gillette,LA,0.511332,2.60522
2005,Cheyenne,LA,0.315175,1.91884
2005,Rock Springs,LA,0.748464,8.31192
2005,Cody,LA,0.491444,4.17107
2005,Bend,LA,11.0281,13.5403
2005,Salem,LA,2.75845,27.9074
2005,Eugene,LA,4.0349,13.6097
2005,Medford,LA,8.18609,20.4925
2005,Carlsbad,LA,1.00473,16.4306
2005,Flagstaff,LA,4.49814,3.15212
2005,El Paso,LA,3.60233,30.6258
2005,Amarillo,LA,11.133,17.1147
2005,Laredo,LA,2.49347,14.8544
2005,Fort Worth,LA,4.39469,14.473
2005,Helen,LA,4.20137,26.6912
2005,Charleston,LA,1.21217,3.05777
2005,Columbus,LA,9.03856,27.2952
2005,Athens,LA,2.4948,19.9572
2005,Pensacola,LA,7.1358,0.149421
2005,Mobile,LA,7.03131,19.8639
2005,Montgomery,LA,16.9242,22.3375
2005,Portland,LA,3.50147,9.05916
2005,Fayetteville,LA,1.22522,0.0977752
2005,Little Rock,LA,21.2316,28.0605
2005,Topeka,LA,4.7994,3.34429
2005,Butte,LA,3.25308,13.8108
2005,Pueblo,LA,13.7293,22.0501
2005,Casper,LA,3.89816,6.17485
2005,North Platte,LA,3.51336,42.7635
2005,Kearney,LA,15.5215,2.476
2005,Grand Island,LA,0.381202,9.6018
2005,Scottsbluff,LA,2.78171,2.52397
2005,Scranton,LA,11.8732,9.39439
2005,Tupelo,LA,4.02311,19.4152
2005,Biloxi,LA,5.77919,8.91555
2005,Gulfport,LA,6.32773,20.5036
2005,Lafayette,LA,1.25474,19.4115
2005,New Iberia,LA,7.64599,29.6218
2005,Gonzales,LA,7.57741,1.70566
2005,Baton Rouge,LA,7.15151,24.1131
2005,Slidell,LA,9.37376,42.7315
2005,Hammond,LA,15.7907,6.80012
2005,Joplin,LA,9.0924,25.7437
2005,Cape Girardeau,LA,2.62702,19.2482
2005,Fieldsprings,LA,5.12896,26.5225
2005,Columbia,LA,1.08163,0.999993
2005,Champaign,LA,4.22001,19.955
2005,Moline,LA,4.41969,10.6105
2005,Peoria,LA,3.59271,2.75088
2005,Davenport,LA,0.216651,24.0263
2005,Iowa City,LA,6.68869,5.33058
2005,Sarasota,LA,8.39747,29.1609
2005,Ft. Myers,LA,8.51246,19.254
2005,St. Augustine,LA,15.7386,43.1158
2005,Gainesville,LA,2.7727,26.227
2005,Ocala,LA,5.86157,23.1152
2005,Destin,LA,6.7871,17.6949
2005,Panama City,LA,1.10082,10.2109
2005,Tallahassee,LA,3.40942,32.8949
2005,Melbourne,LA,2.82392,6.92168
2005,Daytona Beach,LA,1.65987,19.5029
2005,Vero Beach,LA,13.2282,9.68613
2005,Naples,LA,1.68224,9.22163
2005,Marco Island,LA,11.0961,9.08978
2005,Palm Beach,LA,20.0788,4.96347
2005,Norfolk,LA,5.50929,14.6891
2005,Springfield,LA,3.46251,39.1753
2005,Wilmington,LA,5.41835,19.8623
2005,Daytona,LA,14.3653,11.9821
2005,New York City,LA,8.2634,14.0358
2005,San Francisco,LA,7.22823,36.8056
2005,Lakemont,LA,4.71846,12.6013
2005,Crestview,ME,1.60897,9.37616
2005,Tampa,ME,8.36677,5.23402
2005,Middleburg,ME,21.0677,6.22205
2005,Jacksonville,ME,5.36766,27.0379
2005,Orlando,ME,1.35124,2.58887
2005,Riverside,ME,1.46424,2.35546
2005,Lancaster,ME,2.72231,12.6565
2005,Chandler,ME,4.14362,17.0369
2005,Providence,ME,0.951781,9.54852
2005,Lincoln,ME,6.52978,6.05093
2005,Boise,ME,11.6728,12.3959
2005,Boulder,ME,1.19397,5.73683
2005,Fargo,ME,8.67694,16.5093
2005,Lubbock,ME,2.73764,47.9879
2005,Des Moines,ME,4.52322,7.17356
2005,Waco,ME,8.17748,10.5723
2005,Rochester,ME,9.52868,25.116
2005,Lexington,ME,3.34854,9.99611
2005,Pittsburgh,ME,14.1018,12.5194
2005,Huntsville,ME,1.51409,9.47828
2005,Mesa,ME,5.01626,11.0891
2005,Irvine,ME,2.78191,8.97981
2005,Bismarck,ME,5.87641,16.4775
2005,Grand Forks,ME,14.8685,9.16375
2005,Hattiesburg,ME,17.496,17.8336
2005,Cedar Rapids,ME,10.4148,25.4218
2005,Lawrence,ME,4.77658,20.6556
2005,Norman,ME,10.7347,18.4487
2005,Gillette,ME,2.60117,26.3697
2005,Cheyenne,ME,5.16655,3.55163
2005,Rock Springs,ME,8.35056,11.9404
2005,Cody,ME,3.78331,0.772559
2005,Bend,ME,2.58632,0.531381
2005,Salem,ME,2.1817,2.59182
2005,Eugene,ME,9.18136,26.2294
2005,Medford,ME,16.3236,17.8385
2005,Carlsbad,ME,4.64872,13.075
2005,Flagstaff,ME,12.7315,11.0348
2005,El Paso,ME,6.84477,0.402012
2005,Amarillo,ME,6.68572,21.108
2005,Laredo,ME,13.9195,14.1651
2005,Fort Worth,ME,14.1638,25.7971
2005,Helen,ME,3.34382,11.7036
2005,Charleston,ME,8.06868,21.9758
2005,Columbus,ME,4.48424,12.5413
2005,Athens,ME,3.60643,27.579
2005,Pensacola,ME,0.404058,24.3819
2005,Mobile,ME,8.16649,19.1182
2005,Montgomery,ME,3.36685,0.0196777
2005,Portland,ME,7.52527,9.60839
2005,Fayetteville,ME,8.89555,32.8543
2005,Little Rock,ME,7.888,17.5622
2005,Topeka,ME,6.16579,25.1274
2005,Butte,ME,2.7393,14.6518
2005,Pueblo,ME,5.16209,9.38918
2005,Casper,ME,19.4829,38.5694
2005,North Platte,ME,3.08135,2.7528
2005,Kearney,ME,1.63411,27.3152
2005,Grand Island,ME,2.54273,6.6449
2005,Scottsbluff,ME,0.61234,5.53991
2005,Scranton,ME,6.72249,22.0416
2005,Tupelo,ME,10.0941,24.5716
2005,Biloxi,ME,4.36525,49.0802
2005,Gulfport,ME,7.11323,7.34726
2005,Lafayette,ME,10.0303,11.346
2005,New Iberia,ME,12.449,17.6927
2005,Gonzales,ME,4.74157,18.1885
2005,Baton Rouge,ME,8.06442,16.7317
2005,Slidell,ME,1.20865,1.31879
2005,Hammond,ME,6.99402,1.36763
2005,Joplin,ME,7.36339,24.2327
2005,Cape Girardeau,ME,8.45225,17.0173
2005,Fieldsprings,ME,5.83933,1.19883
2005,Columbia,ME,4.30392,32.3852
2005,Champaign,ME,2.14922,34.9072
2005,Moline,ME,10.0853,6.2408
2005,Peoria,ME,2.34704,9.50038
2005,Davenport,ME,0.617576,27.8141
2005,Iowa City,ME,1.8834,25.315
2005,Sarasota,ME,12.2111,2.80125
2005,Ft. Myers,ME,7.09631,6.86238
2005,St. Augustine,ME,9.96387,34.5264
2005,Gainesville,ME,6.71186,15.5393
2005,Ocala,ME,16.3585,9.79572
2005,Destin,ME,1.77349,2.01104
2005,Panama City,ME,4.13741,19.1912
2005,Tallahassee,ME,5.16265,15.9973
2005,Melbourne,ME,2.64014,3.34295
2005,Daytona Beach,ME,5.7406,11.0397
2005,Vero Beach,ME,2.49789,32.8868
2005,Naples,ME,0.771802,2.52617
2005,Marco Island,ME,3.72674,0.217923
2005,Palm Beach,ME,12.1852,2.81452
2005,Norfolk,ME,2.22148,19.0041
2005,Springfield,ME,3.11171,2.31712
2005,Wilmington,ME,12.3892,15.6638
2005,Daytona,ME,0.983136,12.9081
2005,New York City,ME,2.13789,17.0789
2005,San Francisco,ME,2.29582,6.19555
2005,Lakemont,ME,12.8364,17.772
2005,Crestview,MD,14.9519,29.0867
2005,Tampa,MD,2.96985,20.5593
2005,Middleburg,MD,4.41599,2.55837
2005,Jacksonville,MD,10.8081,35.4761
2005,Orlando,MD,13.7147,23.229
2005,Riverside,MD,16.5306,37.4435
2005,Lancaster,MD,4.97119,8.93216
2005,Chandler,MD,4.60095,18.5235
2005,Providence,MD,8.24315,14.3177
2005,Lincoln,MD,10.8402,12.1341
2005,Boise,MD,0.60092,16.9979
2005,Boulder,MD,5.49778,24.1699
2005,Fargo,MD,5.37289,0.26068
2005,Lubbock,MD,7.79506,18.1769
2005,Des Moines,MD,6.45646,13.4603
2005,Waco,MD,6.42188,19.4935
2005,Rochester,MD,5.19209,6.83606
2005,Lexington,MD,4.56356,14.859
2005,Pittsburgh,MD,6.81265,8.3358
2005,Huntsville,MD,5.77891,4.72005
2005,Mesa,MD,1.40516,37.5787
2005,Irvine,MD,8.14079,19.6525
2005,Bismarck,MD,1.98062,47.0405
2005,Grand Forks,MD,6.7712,11.0488
2005,Hattiesburg,MD,1.8245,7.57888
2005,Cedar Rapids,MD,4.35083,11.2992
2005,Lawrence,MD,3.83681,21.436
2005,Norman,MD,5.89124,12.4297
2005,Gillette,MD,2.82443,44.3909
2005,Cheyenne,MD,7.67216,30.7869
2005,Rock Springs,MD,2.28683,18.7631
2005,Cody,MD,8.67731,26.1036
2005,Bend,MD,3.8157,21.4471
2005,Salem,MD,0.94539,4.65299
2005,Eugene,MD,8.4776,11.8927
2005,Medford,MD,1.13382,26.9155
2005,Carlsbad,MD,10.242,2.87965
2005,Flagstaff,MD,6.15966,27.4865
2005,El Paso,MD,5.29495,9.89485
2005,Amarillo,MD,7.33408,12.3104
2005,Laredo,MD,4.35069,25.338
2005,Fort Worth,MD,8.75809,11.809
2005,Helen,MD,4.3903,22.9863
2005,Charleston,MD,1.6972,15.137
2005,Columbus,MD,3.73616,24.2938
2005,Athens,MD,7.82519,42.4475
2005,Pensacola,MD,1.53608,31.2428
2005,Mobile,MD,3.42239,34.8263
2005,Montgomery,MD,11.5611,7.20632
2005,Portland,MD,20.1959,13.6438
2005,Fayetteville,MD,5.97034,29.6664
2005,Little Rock,MD,13.0194,9.85015
2005,Topeka,MD,6.30837,28.5726
2005,Butte,MD,5.60504,29.7036
2005,Pueblo,MD,0.415664,3.04336
2005,Casper,MD,14.0387,33.166
2005,North Platte,MD,12.3057,21.6158
2005,Kearney,MD,10.4871,21.4163
2005,Grand Island,MD,12.1062,1.89381
2005,Scottsbluff,MD,7.15149,21.3917
2005,Scranton,MD,4.24381,5.56112
2005,Tupelo,MD,12.1021,9.88218
2005,Biloxi,MD,10.0008,43.3716
2005,Gulfport,MD,0.62404,8.58358
2005,Lafayette,MD,10.9072,10.923
2005,New Iberia,MD,5.53656,12.1564
2005,Gonzales,MD,8.00393,22.2908
2005,Baton Rouge,MD,2.35634,6.98294
2005,Slidell,MD,6.20646,8.41397
2005,Hammond,MD,7.49445,17.7834
2005,Joplin,MD,12.7249,6.70117
2005,Cape Girardeau,MD,10.9338,11.5311
2005,Fieldsprings,MD,21.0884,15.3292
2005,Columbia,MD,9.31161,7.93886
2005,Champaign,MD,8.80854,2.17866
2005,Moline,MD,5.22236,25.275
2005,Peoria,MD,5.81276,29.2688
2005,Davenport,MD,13.7514,16.7414
2005,Iowa City,MD,0.190861,14.8155
2005,Sarasota,MD,3.16194,19.4696
2005,Ft. Myers,MD,0.509314,4.94528
2005,St. Augustine,MD,7.07994,23.045
2005,Gainesville,MD,1.18268,26.4827
2005,Ocala,MD,4.04459,36.9486
2005,Destin,MD,3.08276,25.5504
2005,Panama City,MD,5.37096,4.57897
2005,Tallahassee,MD,3.02192,11.9527
2005,Melbourne,MD,7.03065,23.8193
2005,Daytona Beach,MD,2.75739,9.69683
2005,Vero Beach,MD,3.54257,7.554
2005,Naples,MD,15.179,17.4506
2005,Marco Island,MD,5.30859,11.1739
2005,Palm Beach,MD,7.52885,52.1745
2005,Norfolk,MD,8.00014,14.3618
2005,Springfield,MD,7.18777,25.9094
2005,Wilmington,MD,4.50124,6.683
2005,Daytona,MD,5.41957,1.67683
2005,New York City,MD,10.9802,4.14065
2005,San Francisco,MD,3.25999,5.58297
2005,Lakemont,MD,13.2089,13.2922
2005,Crestview,MA,19.6761,13.5335
2005,Tampa,MA,6.51134,7.58028
2005,Middleburg,MA,6.27056,18.5114
2005,Jacksonville,MA,6.27933,13.0817
2005,Orlando,MA,13.5179,30.48
2005,Riverside,MA,5.72799,11.2773
2005,Lancaster,MA,6.16809,27.7493
2005,Chandler,MA,0.830891,2.64358
2005,Providence,MA,7.21659,13.4032
2005,Lincoln,MA,9.21481,7.86334
2005,Boise,MA,2.7122,6.67365
2005,Boulder,MA,2.84453,18.4053
2005,Fargo,MA,1.91206,10.0133
2005,Lubbock,MA,24.7552,16.9324
2005,Des Moines,MA,2.88238,22.1545
2005,Waco,MA,5.81422,13.7444
2005,Rochester,MA,7.31787,23.9538
2005,Lexington,MA,7.56405,20.4707
2005,Pittsburgh,MA,3.33474,6.55563
2005,Huntsville,MA,3.39249,7.05817
2005,Mesa,MA,11.5687,4.31695
2005,Irvine,MA,22.6092,2.13727
2005,Bismarck,MA,3.15044,19.7526
2005,Grand Forks,MA,18.9069,5.77722
2005,Hattiesburg,MA,5.99749,30.8338
2005,Cedar Rapids,MA,7.52508,22.7326
2005,Lawrence,MA,3.31901,0.505933
2005,Norman,MA,14.1375,7.5534
2005,Gillette,MA,0.691673,27.6215
2005,Cheyenne,MA,6.26696,10.5945
2005,Rock Springs,MA,9.49741,2.33496
2005,Cody,MA,0.273056,5.30724
2005,Bend,MA,1.53586,33.8269
2005,Salem,MA,2.83315,15.001
2005,Eugene,MA,3.08059,3.74154
2005,Medford,MA,10.2819,18.9568
2005,Carlsbad,MA,0.0324247,3.63022
2005,Flagstaff,MA,3.13552,28.5675
2005,El Paso,MA,3.36341,10.9396
2005,Amarillo,MA,13.886,9.22039
2005,Laredo,MA,5.38577,17.8145
2005,Fort Worth,MA,2.41777,22.1293
2005,Helen,MA,1.26066,26.932
2005,Charleston,MA,16.0637,15.5859
2005,Columbus,MA,1.94584,1.74362
2005,Athens,MA,8.5351,6.40699
2005,Pensacola,MA,8.52804,0.365591
2005,Mobile,MA,5.39303,13.2946
2005,Montgomery,MA,2.90689,18.599
2005,Portland,MA,16.8535,18.0615
2005,Fayetteville,MA,1.95007,10.1364
2005,Little Rock,MA,23.2121,33.8642
2005,Topeka,MA,6.31946,15.2027
2005,Butte,MA,6.14466,37.7771
2005,Pueblo,MA,0.240391,17.114
2005,Casper,MA,20.7324,41.8706
2005,North Platte,MA,3.3515,15.424
2005,Kearney,MA,6.42336,35.3722
2005,Grand Island,MA,5.64792,10.5865
2005,Scottsbluff,MA,3.57753,25.312
2005,Scranton,MA,14.4486,15.3157
2005,Tupelo,MA,9.18443,19.878
2005,Biloxi,MA,5.22627,4.55858
2005,Gulfport,MA,1.48292,13.0906
2005,Lafayette,MA,5.91234,16.8015
2005,New Iberia,MA,0.659386,20.2101
2005,Gonzales,MA,11.7373,1.78772
2005,Baton Rouge,MA,0.0291063,21.8826
2005,Slidell,MA,6.54072,12.5968
2005,Hammond,MA,2.72827,1.1801
2005,Joplin,MA,12.6225,32.3204
2005,Cape Girardeau,MA,16.4826,10.5644
2005,Fieldsprings,MA,8.61945,5.17137
2005,Columbia,MA,4.72843,10.829
2005,Champaign,MA,1.12804,30.2099
2005,Moline,MA,6.57345,35.5863
2005,Peoria,MA,5.19687,18.4127
2005,Davenport,MA,2.09467,15.5177
2005,Iowa City,MA,3.82362,7.06546
2005,Sarasota,MA,5.07583,21.6785
2005,Ft. Myers,MA,4.2142,7.45754
2005,St. Augustine,MA,9.81381,7.37329
2005,Gainesville,MA,3.12099,47.1751
2005,Ocala,MA,9.08142,2.05906
2005,Destin,MA,5.76806,4.45299
2005,Panama City,MA,10.3332,27.7099
2005,Tallahassee,MA,10.7934,38.3857
2005,Melbourne,MA,2.28215,3.74726
2005,Daytona Beach,MA,4.11014,2.48058
2005,Vero Beach,MA,0.981126,21.0765
2005,Naples,MA,4.51469,33.4633
2005,Marco Island,MA,18.4192,33.9904
2005,Palm Beach,MA,8.71578,29.5583
2005,Norfolk,MA,5.08762,5.34217
2005,Springfield,MA,5.79467,7.20765
2005,Wilmington,MA,2.54659,2.98471
2005,Daytona,MA,11.0418,12.2447
2005,New York City,MA,1.46469,2.14666
2005,San Francisco,MA,4.06743,4.4107
2005,Lakemont,MA,3.10503,7.78629
2005,Crestview,MI,12.4441,10.6201
2005,Tampa,MI,2.8586,2.01785
2005,Middleburg,MI,4.58956,25.8703
2005,Jacksonville,MI,8.744,24.5579
2005,Orlando,MI,1.34672,18.6061
2005,Riverside,MI,8.91206,0.642082
2005,Lancaster,MI,6.37811,16.4696
2005,Chandler,MI,0.142528,5.14048
2005,Providence,MI,18.5556,30.8981
2005,Lincoln,MI,7.638,18.444
2005,Boise,MI,5.35858,9.23895
2005,Boulder,MI,4.19609,17.7765
2005,Fargo,MI,9.4585,23.4918
2005,Lubbock,MI,2.18766,13.2172
2005,Des Moines,MI,3.82148,26.4394
2005,Waco,MI,1.67526,14.0893
2005,Rochester,MI,5.42603,25.6355
2005,Lexington,MI,8.72189,11.8509
2005,Pittsburgh,MI,6.23739,15.9087
2005,Huntsville,MI,5.23367,15.9555
2005,Mesa,MI,8.80413,10.4616
2005,Irvine,MI,3.84929,25.8943
2005,Bismarck,MI,11.6236,29.2161
2005,Grand Forks,MI,11.0849,22.1262
2005,Hattiesburg,MI,4.95658,7.30514
2005,Cedar Rapids,MI,2.88443,42.4444
2005,Lawrence,MI,9.39955,4.97179
2005,Norman,MI,10.5747,22.0146
2005,Gillette,MI,6.30364,14.6178
2005,Cheyenne,MI,2.32404,8.09603
2005,Rock Springs,MI,6.87544,30.8614
2005,Cody,MI,10.8071,4.42993
2005,Bend,MI,6.10813,3.11133
2005,Salem,MI,11.0222,32.4464
2005,Eugene,MI,3.50927,11.3481
2005,Medford,MI,5.82239,33.3471
2005,Carlsbad,MI,10.2451,17.4991
2005,Flagstaff,MI,4.24899,22.7863
2005,El Paso,MI,4.64603,20.4726
2005,Amarillo,MI,2.69837,16.7682
2005,Laredo,MI,21.3627,18.6503
2005,Fort Worth,MI,5.2967,11.3875
2005,Helen,MI,5.26954,10.1256
2005,Charleston,MI,10.2891,35.725
2005,Columbus,MI,21.074,0.263997
2005,Athens,MI,8.60586,15.3329
2005,Pensacola,MI,0.225595,2.68696
2005,Mobile,MI,3.89635,28.6338
2005,Montgomery,MI,15.1313,8.14157
2005,Portland,MI,0.921736,29.3878
2005,Fayetteville,MI,4.41517,15.1271
2005,Little Rock,MI,5.2874,17.3017
2005,Topeka,MI,5.17006,11.8462
2005,Butte,MI,11.9781,10.675
2005,Pueblo,MI,4.10831,28.7894
2005,Casper,MI,8.58567,0.507984
2005,North Platte,MI,8.41984,24.6781
2005,Kearney,MI,1.04712,36.1184
2005,Grand Island,MI,18.3208,50.1051
2005,Scottsbluff,MI,0.380308,3.42616
2005,Scranton,MI,8.13998,16.6228
2005,Tupelo,MI,3.22596,26.8683
2005,Biloxi,MI,8.44306,11.6687
2005,Gulfport,MI,9.49933,11.4542
2005,Lafayette,MI,1.02502,1.25145
2005,New Iberia,MI,3.10027,31.8919
2005,Gonzales,MI,9.72863,27.095
2005,Baton Rouge,MI,5.7058,14.8319
2005,Slidell,MI,1.17224,1.94132
2005,Hammond,MI,2.40157,10.8282
2005,Joplin,MI,1.91247,7.48183
2005,Cape Girardeau,MI,4.73456,12.0703
2005,Fieldsprings,MI,7.07028,12.5848
2005,Columbia,MI,2.68775,17.5441
2005,Champaign,MI,2.72575,2.45894
2005,Moline,MI,4.66675,27.6934
2005,Peoria,MI,0.813105,13.557
2005,Davenport,MI,4.2037,2.95536
2005,Iowa City,MI,0.781216,13.5546
2005,Sarasota,MI,4.50653,11.8363
2005,Ft. Myers,MI,14.5817,11.2566
2005,St. Augustine,MI,10.0525,15.0167
2005,Gainesville,MI,11.6362,2.72699
2005,Ocala,MI,12.5012,2.94646
2005,Destin,MI,10.2816,6.75389
2005,Panama City,MI,0.23228,7.55845
2005,Tallahassee,MI,5.83462,29.9824
2005,Melbourne,MI,0.265101,10.1972
2005,Daytona Beach,MI,10.157,3.43377
2005,Vero Beach,MI,1.24904,7.24103
2005,Naples,MI,2.26054,16.886
2005,Marco Island,MI,1.82862,29.0133
2005,Palm Beach,MI,0.0923629,5.65854
2005,Norfolk,MI,5.19158,36.6277
2005,Springfield,MI,4.76113,31.9834
2005,Wilmington,MI,2.98138,6.43324
2005,Daytona,MI,8.78233,0.118645
2005,New York City,MI,5.55238,2.32046
2005,San Francisco,MI,11.7831,14.198
2005,Lakemont,MI,12.3379,12.6953
2005,Crestview,MN,2.79099,6.65406
2005,Tampa,MN,22.1775,6.71745
2005,Middleburg,MN,2.14561,31.8934
2005,Jacksonville,MN,11.4677,43.486
2005,Orlando,MN,3.86572,8.03919
2005,Riverside,MN,0.326908,19.0145
2005,Lancaster,MN,14.049,2.4682
2005,Chandler,MN,14.4614,5.67805
2005,Providence,MN,11.8959,27.3574
2005,Lincoln,MN,2.43491,15.6066
2005,Boise,MN,11.2675,24.6746
2005,Boulder,MN,14.832,12.945
2005,Fargo,MN,2.12029,10.6427
2005,Lubbock,MN,1.5435,16.5683
2005,Des Moines,MN,10.1967,18.4947
2005,Waco,MN,12.8564,29.3883
2005,Rochester,MN,2.91852,17.2745
2005,Lexington,MN,3.72403,24.0687
2005,Pittsburgh,MN,8.43605,10.0538
2005,Huntsville,MN,0.288995,10.3686
2005,Mesa,MN,2.28294,15.8878
2005,Irvine,MN,2.14919,7.78735
2005,Bismarck,MN,9.32205,20.2454
2005,Grand Forks,MN,11.8188,17.6362
